TIME;RPM;MAP;Boost Target;Short term trim corr.;Lambda target;Lambda;Air flow;TPS;DBW pos;VE;
15.92;326;81;0;100.000;0.940;1.227;0;0;1.000;74.200;
15.96;326;86;0;100.000;0.940;1.227;0;0;1.000;76.500;
16.00;326;80;0;100.000;0.940;1.227;0;0;1.000;74.200;
16.04;326;86;0;100.000;0.940;1.227;0;0;1.000;76.100;
16.08;327;83;0;100.000;0.940;1.227;0;0;1.500;74.900;
16.12;327;80;0;100.000;0.940;1.227;0;0;1.500;73.800;
16.16;327;85;0;100.000;0.940;1.227;0;0;1.000;76.100;
16.20;327;80;0;100.000;0.940;1.227;0;0;1.000;73.800;
16.24;327;85;0;100.000;0.940;1.227;0;0;1.500;76.100;
16.28;324;79;0;100.000;0.940;1.227;0;0;1.000;73.800;
16.32;324;82;0;100.000;0.940;1.227;0;0;1.000;74.700;
16.36;324;84;0;100.000;0.940;1.227;0;0;1.000;75.600;
16.40;324;78;0;100.000;0.940;1.227;0;0;1.000;72.500;
16.44;324;83;0;100.000;0.950;1.227;0;0;1.000;75.100;
16.48;325;77;0;100.000;0.940;1.227;0;0;1.000;71.900;
16.52;325;81;0;100.000;0.950;1.227;0;0;1.000;75.100;
16.56;325;77;0;100.000;0.950;1.227;0;0;1.000;71.900;
16.60;325;79;0;100.000;0.950;1.227;0;0;1.500;73.300;
16.64;325;81;0;100.000;0.950;1.227;0;0;1.500;74.700;
16.68;323;75;0;100.000;0.940;1.227;0;0;1.500;70.700;
16.72;323;79;0;100.000;0.950;1.227;0;0;1.000;73.800;
16.76;323;74;0;100.000;0.940;1.227;0;0;1.000;70.100;
16.80;323;78;0;100.000;0.940;1.227;0;0;1.000;73.100;
16.84;323;76;0;100.000;0.940;1.227;0;0;1.000;71.600;
16.88;323;74;0;100.000;0.940;1.227;0;0;1.000;70.100;
16.92;323;77;0;100.000;0.950;1.227;0;0;1.500;72.500;
16.96;323;74;0;100.000;0.950;1.227;0;0;1.500;69.500;
17.00;323;76;0;100.000;0.950;1.227;0;0;1.500;72.500;
17.04;321;74;0;100.000;0.950;1.227;0;0;1.500;69.500;
17.08;321;75;0;100.000;0.950;1.227;0;0;1.500;70.700;
17.12;321;76;0;100.000;0.950;1.227;0;0;1.500;71.900;
17.16;321;74;0;100.000;0.950;1.227;0;0;1.500;68.900;
17.20;321;75;0;100.000;0.950;1.219;0;0;1.500;71.300;
17.24;322;74;0;100.000;0.950;1.227;0;0;1.500;69.500;
17.28;322;76;0;100.000;0.950;1.227;0;0;1.500;71.900;
17.32;322;73;0;100.000;0.950;1.227;0;0;1.500;68.900;
17.36;322;75;0;100.000;0.950;1.227;0;0;1.500;70.400;
17.40;322;76;0;100.000;0.950;1.227;0;0;1.500;71.900;
17.44;320;73;0;100.000;0.950;1.227;0;0;1.500;68.900;
17.48;320;75;0;100.000;0.950;1.227;0;0;1.500;71.900;
17.52;320;72;0;100.000;0.950;1.227;0;0;1.500;68.200;
17.56;334;74;0;100.000;0.950;1.227;0;0;1.500;71.300;
17.60;334;76;0;100.000;0.950;1.227;0;0;1.500;69.500;
17.64;334;73;0;100.000;0.950;1.227;0;0;1.500;68.800;
17.68;334;70;0;100.000;0.950;1.227;0;0;1.500;68.200;
17.72;447;70;0;100.000;0.950;1.227;0;0;1.500;68.200;
17.76;447;71;0;100.000;0.960;1.227;0;0;1.500;68.200;
17.80;447;69;0;100.000;0.960;1.227;3;0;1.500;65.200;
17.84;490;65;0;100.000;0.960;1.227;3;0;34.000;62.700;
17.88;490;70;0;100.000;0.950;1.227;5;0;19.500;66.000;
17.92;548;73;0;100.000;0.950;1.227;5;0;22.000;68.300;
17.96;606;75;0;100.000;0.950;1.227;5;0;24.000;70.700;
18.00;606;78;0;100.000;0.950;1.227;6;0;25.500;71.900;
18.04;763;80;0;100.000;0.940;1.227;6;0;24.000;72.500;
18.08;811;78;0;100.000;0.940;1.227;6;0;24.000;73.800;
18.12;811;77;0;100.000;0.950;1.227;7;0;26.500;71.900;
18.16;860;79;0;100.000;0.950;1.219;8;4;26.000;72.500;
18.20;924;77;0;100.000;0.950;1.156;9;4;25.500;71.900;
18.24;987;75;0;100.000;0.950;1.086;9;4;25.000;71.300;
18.28;1103;73;0;100.000;0.950;0.992;9;4;25.000;71.500;
18.32;1117;73;0;100.000;0.950;0.953;8;5;25.000;70.200;
18.36;1117;71;0;100.000;0.950;0.883;8;20;39.000;66.900;
18.40;1164;75;0;100.000;0.930;0.852;14;30;50.000;66.900;
18.44;1206;85;0;100.000;0.930;0.836;15;29;45.500;73.200;
18.48;1248;95;0;100.000;0.930;0.820;15;27;40.500;79.400;
18.52;1454;91;0;100.000;0.940;0.766;13;16;25.500;78.400;
18.56;1571;79;0;100.000;0.940;0.758;17;24;45.000;74.300;
18.60;1663;90;0;100.000;0.940;0.781;15;24;37.500;76.900;
18.64;1827;82;0;100.000;0.950;0.719;13;14;10.000;74.100;
18.68;1904;70;0;100.000;0.950;0.688;9;0;25.000;67.600;
18.72;1939;63;0;100.000;0.970;0.688;8;0;21.000;62.300;
18.76;1974;56;0;100.000;0.980;0.680;7;0;16.500;56.900;
18.80;1925;49;0;100.000;0.980;0.656;6;0;14.500;51.300;
18.84;1851;45;0;100.000;0.980;0.711;6;0;30.500;48.600;
18.88;1803;46;0;100.000;0.980;0.898;5;0;22.500;47.600;
18.92;1753;46;0;100.000;0.980;1.000;5;0;22.500;48.300;
18.96;1650;45;0;100.000;0.980;1.156;5;0;22.500;47.400;
19.00;1624;45;0;100.000;0.980;1.195;5;0;22.500;47.300;
19.04;1597;45;0;100.000;0.980;1.227;5;0;22.500;47.100;
19.08;1541;46;0;100.000;0.980;1.227;5;0;22.500;46.900;
19.12;1484;46;0;100.000;0.980;1.227;4;0;22.500;47.500;
19.16;1462;47;0;100.000;0.980;1.227;5;0;22.500;49.300;
19.20;1483;47;0;100.000;0.980;1.227;5;0;22.500;48.400;
19.24;1489;47;0;100.000;0.980;1.227;5;0;22.500;48.400;
19.28;1495;47;0;100.000;0.980;1.227;4;0;22.500;48.400;
19.32;1468;47;0;100.000;0.980;1.063;5;0;22.500;49.300;
19.36;1480;47;0;100.000;0.980;0.898;4;0;22.000;48.400;
19.40;1464;47;0;100.000;0.980;0.828;4;0;22.000;48.400;
19.44;1447;48;0;93.000;0.980;0.789;6;0;23.000;49.200;
19.48;1452;48;0;92.000;0.980;0.781;4;0;22.500;50.100;
19.52;1449;48;0;91.500;0.980;0.766;5;0;22.500;49.700;
19.56;1445;48;0;91.000;0.980;0.750;5;0;22.500;49.200;
19.60;1395;49;0;90.000;0.980;0.750;5;0;23.500;49.900;
19.64;1421;50;0;89.500;0.980;0.750;5;0;23.000;50.900;
19.68;1419;50;0;89.000;0.980;0.734;5;0;22.500;50.900;
19.72;1424;49;0;87.500;0.980;0.719;5;0;22.500;50.900;
19.76;1431;50;0;86.500;0.980;0.711;5;0;22.000;51.000;
19.80;1431;50;0;86.000;0.980;0.703;6;0;22.000;51.000;
19.84;1430;50;0;85.000;0.980;0.695;6;0;22.000;51.000;
19.88;1441;50;0;84.500;0.980;0.695;6;0;22.500;51.000;
19.92;1443;49;0;84.000;0.980;0.695;6;0;22.500;51.000;
19.96;1450;49;0;83.500;0.980;0.695;6;0;22.000;50.100;
20.00;1458;50;0;83.000;0.980;0.711;6;0;22.500;50.100;
20.04;1459;50;0;83.000;0.980;0.711;6;0;22.500;50.600;
20.08;1460;49;0;82.500;0.980;0.711;6;0;22.500;51.100;
20.12;1465;49;0;82.000;0.980;0.711;6;0;22.500;50.200;
20.16;1464;49;0;81.500;0.980;0.711;6;0;22.000;50.200;
20.20;1471;49;0;81.000;0.980;0.711;5;0;22.000;50.200;
20.24;1472;48;0;80.000;0.980;0.711;5;0;22.500;50.200;
20.28;1477;49;0;79.000;0.980;0.695;5;0;22.000;50.200;
20.32;1483;49;0;79.000;0.980;0.703;6;0;22.000;49.800;
20.36;1488;49;0;79.000;0.980;0.711;6;0;22.000;49.300;
20.40;1494;48;0;78.000;0.980;0.711;5;0;22.500;50.300;
20.44;1503;48;0;77.500;0.980;0.711;5;0;22.500;48.500;
20.48;1504;48;0;77.000;0.980;0.711;5;0;22.000;49.400;
20.52;1509;47;0;76.500;0.980;0.719;5;0;22.000;49.400;
20.56;1513;47;0;76.500;0.980;0.719;5;0;22.000;49.000;
20.60;1517;47;0;76.000;0.980;0.719;5;0;21.500;48.500;
20.64;1517;47;0;75.500;0.980;0.719;5;0;21.500;48.600;
20.68;1519;47;0;75.000;0.980;0.719;5;0;21.500;48.600;
20.72;1519;47;0;75.000;0.980;0.727;5;0;21.500;47.700;
20.76;1522;46;0;75.000;0.980;0.719;5;0;22.000;48.600;
20.80;1510;46;0;75.000;0.980;0.727;5;0;21.500;47.600;
20.84;1516;47;0;75.000;0.980;0.727;5;0;21.500;47.700;
20.88;1521;47;0;75.000;0.980;0.727;5;0;21.500;47.700;
20.92;1525;46;0;75.000;0.980;0.727;5;0;21.500;47.700;
20.96;1522;47;0;75.000;0.980;0.727;5;0;21.500;47.700;
21.00;1524;47;0;75.000;0.980;0.734;5;0;21.000;47.700;
21.04;1519;46;0;75.000;0.980;0.734;5;0;21.500;48.600;
21.08;1522;46;0;75.000;0.980;0.734;5;0;21.500;47.700;
21.12;1526;46;0;75.000;0.980;0.734;5;0;21.500;47.700;
21.16;1529;45;0;75.000;0.980;0.734;5;0;21.500;47.700;
21.20;1534;45;0;75.000;0.980;0.750;5;0;21.500;46.900;
21.24;1534;45;0;75.000;0.980;0.758;5;0;21.500;46.000;
21.28;1526;44;0;75.000;0.980;0.797;5;0;21.500;45.900;
21.32;1489;44;0;77.000;0.980;0.836;4;0;21.500;45.800;
21.36;1471;45;0;77.500;0.980;0.867;4;0;22.000;45.800;
21.40;1453;45;0;77.500;0.980;0.891;4;0;22.500;45.800;
21.44;1434;45;0;81.000;0.980;0.961;4;0;22.500;46.600;
21.48;1431;45;0;82.500;0.980;1.000;4;0;22.500;47.400;
21.52;1443;45;0;82.500;0.980;1.031;4;0;22.000;47.400;
21.56;1446;46;0;84.500;0.980;1.063;4;0;22.500;47.400;
21.60;1443;46;0;84.000;0.980;1.039;4;0;22.500;47.400;
21.64;1443;46;0;83.500;0.980;1.023;4;0;22.500;47.800;
21.68;1442;46;0;83.000;0.980;1.008;4;0;22.000;48.300;
21.72;1448;46;0;83.500;0.980;1.016;4;0;22.500;47.400;
21.76;1458;47;0;83.000;0.980;1.008;4;0;22.000;47.400;
21.80;1464;46;0;83.500;0.980;1.008;4;0;22.000;47.500;
21.84;1466;46;0;83.000;0.980;1.000;5;0;21.500;48.400;
21.88;1476;46;0;83.000;0.980;0.992;5;0;21.500;47.500;
21.92;1481;46;0;83.000;0.980;0.992;5;0;21.500;47.200;
21.96;1486;46;0;82.500;0.980;0.984;5;0;21.500;46.800;
22.00;1500;45;0;82.500;0.980;0.984;5;0;21.500;46.800;
22.04;1509;44;0;82.000;0.980;0.969;5;0;21.500;45.900;
22.08;1522;44;0;82.000;0.980;0.961;5;0;21.000;45.900;
22.12;1532;43;0;81.500;0.990;0.961;5;0;21.000;45.900;
22.16;1534;43;0;81.500;0.990;0.953;5;0;21.000;45.500;
22.20;1536;43;0;81.000;0.990;0.938;5;0;21.000;45.100;
22.24;1540;43;0;80.500;0.990;0.930;5;0;21.000;45.100;
22.28;1544;43;0;80.000;0.990;0.922;5;0;21.000;45.100;
22.32;1556;42;0;80.000;0.990;0.922;4;0;21.000;45.100;
22.36;1562;42;0;79.500;0.990;0.914;4;0;20.500;44.200;
22.40;1563;42;0;79.500;0.990;0.914;4;0;19.500;43.300;
22.44;1565;42;0;79.500;0.990;0.914;4;0;19.500;43.300;
22.48;1567;41;0;79.000;0.990;0.906;4;0;19.500;43.300;
22.52;1570;40;0;78.500;0.990;0.898;4;0;19.000;42.500;
22.56;1570;40;0;78.000;0.990;0.898;4;0;19.500;42.600;
22.60;1573;40;0;77.500;0.990;0.891;4;0;19.500;42.600;
22.64;1572;40;0;77.000;0.990;0.883;4;0;19.500;42.600;
22.68;1571;39;0;77.000;0.990;0.883;4;0;19.500;41.600;
22.72;1570;39;0;77.000;0.990;0.883;4;0;19.500;41.600;
22.76;1569;39;0;76.500;0.990;0.883;4;0;19.000;41.600;
22.80;1567;38;0;76.500;0.990;0.883;4;0;19.500;41.600;
22.84;1567;39;0;76.000;0.990;0.883;4;0;19.500;40.700;
22.88;1562;38;0;75.500;0.990;0.867;4;0;19.500;40.700;
22.92;1555;39;0;75.000;0.990;0.867;4;0;19.500;40.700;
22.96;1554;39;0;75.000;0.990;0.867;4;0;19.500;41.100;
23.00;1553;38;0;75.000;0.990;0.867;4;0;19.500;41.500;
23.04;1547;38;0;75.000;0.990;0.867;4;0;19.500;40.600;
23.08;1545;39;0;75.000;0.990;0.867;4;0;19.500;40.600;
23.12;1544;38;0;75.000;0.990;0.867;4;0;19.500;41.500;
23.16;1542;39;0;75.000;0.990;0.867;4;0;19.500;40.600;
23.20;1543;39;0;75.000;0.990;0.867;4;0;19.000;41.500;
23.24;1542;39;0;75.000;0.990;0.867;4;0;19.000;41.000;
23.28;1541;39;0;75.000;0.990;0.867;4;0;19.000;40.600;
23.32;1540;39;0;75.000;0.990;0.867;4;0;19.000;41.500;
23.36;1538;38;0;75.000;0.990;0.867;3;0;19.000;41.500;
23.40;1535;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.44;1534;38;0;75.000;0.990;0.883;3;0;19.000;41.500;
23.48;1531;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.52;1531;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.56;1530;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.60;1530;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.64;1533;39;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.68;1534;38;0;75.000;0.990;0.883;3;0;19.000;41.500;
23.72;1533;38;0;75.000;0.990;0.883;3;0;19.000;40.600;
23.76;1534;38;0;75.000;0.990;0.891;3;0;19.000;40.600;
23.80;1534;38;0;75.000;0.990;0.891;3;0;18.500;40.600;
23.84;1535;38;0;75.000;0.990;0.898;4;0;18.500;40.600;
23.88;1542;38;0;75.000;0.990;0.891;4;0;18.500;40.600;
23.92;1546;38;0;75.000;0.990;0.891;4;0;17.000;40.600;
23.96;1548;37;0;75.000;0.990;0.891;4;0;17.500;39.700;
24.00;1552;37;0;75.000;0.990;0.891;4;0;18.000;39.700;
24.04;1552;37;0;75.000;0.990;0.891;4;0;18.000;39.700;
24.08;1552;36;0;75.000;0.990;0.891;4;0;17.500;39.700;
24.12;1551;37;0;75.000;0.990;0.891;4;0;17.500;38.800;
24.16;1553;36;0;75.000;0.990;0.891;4;0;17.500;39.700;
24.20;1553;36;0;75.000;0.990;0.883;4;0;17.500;38.800;
24.24;1553;36;0;75.000;0.990;0.883;4;0;17.500;38.800;
24.28;1552;36;0;75.000;0.990;0.875;4;0;17.500;38.400;
24.32;1551;36;0;75.000;0.990;0.867;4;0;17.500;38.000;
24.36;1548;36;0;75.000;0.990;0.867;4;0;17.500;38.800;
24.40;1547;35;0;75.000;0.990;0.867;4;0;17.500;38.800;
24.44;1545;35;0;75.000;0.990;0.859;4;0;17.500;37.900;
24.48;1544;35;0;75.000;0.990;0.859;2;0;17.500;38.800;
24.52;1543;35;0;75.000;0.990;0.859;4;0;17.500;37.900;
24.56;1542;36;0;75.000;0.990;0.859;4;0;17.500;37.900;
24.60;1540;36;0;75.000;0.990;0.859;4;0;17.500;37.900;
24.64;1541;35;0;75.000;0.990;0.859;2;0;17.500;38.800;
24.68;1539;35;0;75.000;0.990;0.852;4;0;17.500;37.900;
24.72;1540;35;0;75.000;0.990;0.852;2;0;17.000;37.900;
24.76;1538;35;0;75.000;0.990;0.859;4;0;17.000;37.900;
24.80;1536;35;0;75.000;0.990;0.852;4;0;17.000;37.900;
24.84;1537;35;0;75.000;0.990;0.852;3;0;17.000;37.900;
24.88;1537;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
24.92;1535;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
24.96;1536;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
25.00;1534;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
25.04;1531;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
25.08;1531;35;0;75.000;0.990;0.852;2;0;16.500;37.900;
25.12;1530;35;0;75.000;1.000;0.852;2;0;16.500;37.500;
25.16;1528;35;0;75.000;1.000;0.852;2;0;16.500;37.000;
25.20;1528;35;0;75.000;1.000;0.852;2;0;16.500;37.900;
25.24;1525;34;0;75.000;0.990;0.852;2;0;16.500;37.900;
25.28;1521;35;0;75.000;0.990;0.852;2;0;16.500;37.000;
25.32;1521;35;0;75.000;0.990;0.836;2;0;16.500;37.900;
25.36;1520;35;0;75.000;0.990;0.844;2;0;16.500;37.500;
25.40;1519;34;0;75.000;0.990;0.852;2;0;16.500;37.000;
25.44;1519;35;0;75.000;1.000;0.836;2;0;16.500;37.900;
25.48;1517;35;0;75.000;1.000;0.836;2;0;16.500;37.900;
25.52;1516;35;0;75.000;1.000;0.836;2;0;16.000;37.900;
25.56;1513;35;0;75.000;0.990;0.836;2;0;16.000;37.900;
25.60;1511;34;0;75.000;0.990;0.836;2;0;16.000;37.900;
25.64;1511;35;0;75.000;1.000;0.836;2;0;16.000;37.500;
25.68;1511;35;0;75.000;1.000;0.836;2;0;16.000;37.000;
25.72;1509;35;0;75.000;1.000;0.836;2;0;16.000;37.900;
25.76;1509;34;0;75.000;0.990;0.836;2;0;16.000;37.000;
25.80;1506;35;0;75.000;0.990;0.836;2;0;16.000;37.000;
25.84;1503;34;0;75.000;1.000;0.836;2;0;15.500;37.900;
25.88;1503;34;0;75.000;1.000;0.836;2;0;15.000;37.500;
25.92;1503;34;0;75.000;1.000;0.836;2;0;14.500;37.000;
25.96;1498;34;0;75.000;1.000;0.836;2;0;15.000;36.900;
26.00;1496;34;0;75.000;1.000;0.836;2;0;15.000;36.900;
26.04;1491;33;0;75.000;1.000;0.836;2;0;15.000;36.900;
26.08;1484;34;0;75.000;1.000;0.836;2;0;15.000;36.900;
26.12;1481;34;0;75.000;1.000;0.828;2;0;15.000;36.900;
26.16;1479;34;0;75.000;1.000;0.828;2;0;15.000;36.900;
26.20;1476;33;0;75.000;1.000;0.828;2;0;15.000;36.900;
26.24;1473;34;0;75.000;1.000;0.828;2;0;15.500;36.000;
26.28;1468;34;0;75.000;1.000;0.828;2;0;15.500;36.900;
26.32;1466;34;0;75.000;1.000;0.828;2;0;15.500;36.900;
26.36;1462;34;0;75.000;1.000;0.836;2;0;15.000;36.900;
26.40;1456;34;0;75.000;1.000;0.828;2;0;15.000;36.900;
26.44;1455;35;0;75.000;1.000;0.828;2;0;15.500;36.900;
26.48;1454;35;0;75.000;1.000;0.820;2;0;15.500;36.900;
26.52;1450;34;0;75.000;1.000;0.820;2;0;15.000;37.800;
26.56;1448;34;0;75.000;0.990;0.820;2;0;15.000;36.800;
26.60;1446;35;0;75.000;1.000;0.820;2;0;15.000;36.800;
26.64;1445;35;0;75.000;0.990;0.828;2;0;15.000;37.700;
26.68;1444;35;0;75.000;0.990;0.828;2;0;15.000;37.700;
26.72;1442;34;0;75.000;0.990;0.828;2;0;15.000;37.700;
26.76;1441;34;0;75.000;0.990;0.836;2;0;15.000;36.800;
26.80;1438;35;0;75.000;1.000;0.828;2;0;15.000;36.800;
26.84;1436;35;0;75.000;1.000;0.836;2;0;15.000;37.700;
26.88;1435;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
26.92;1432;34;0;75.000;0.990;0.836;2;0;15.000;37.700;
26.96;1432;35;0;75.000;0.990;0.836;2;0;15.000;37.300;
27.00;1432;35;0;75.000;0.990;0.836;2;0;15.000;36.800;
27.04;1430;35;0;75.000;1.000;0.828;2;0;15.000;36.800;
27.08;1428;35;0;75.000;1.000;0.836;2;0;15.000;37.700;
27.12;1425;34;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.16;1425;35;0;75.000;0.990;0.836;2;0;15.000;36.800;
27.20;1422;35;0;75.000;1.000;0.836;2;0;15.000;36.800;
27.24;1421;35;0;75.000;1.000;0.836;2;0;15.000;36.800;
27.28;1420;35;0;75.000;1.000;0.836;2;0;15.000;36.800;
27.32;1419;34;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.36;1416;34;0;75.000;0.990;0.828;2;0;15.000;37.700;
27.40;1415;35;0;75.000;0.990;0.828;2;0;15.000;37.700;
27.44;1412;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.48;1411;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.52;1410;35;0;75.000;0.990;0.844;2;0;15.000;37.700;
27.56;1409;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.60;1409;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.64;1407;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.68;1407;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.72;1407;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
27.76;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.80;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.84;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.88;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.92;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
27.96;1406;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
28.00;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.04;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.08;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.12;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.16;1405;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.20;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.24;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.28;1405;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.32;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.36;1407;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.40;1406;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.44;1408;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.48;1406;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.52;1408;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.56;1406;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.60;1406;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.64;1406;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.68;1404;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.72;1402;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
28.76;1401;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
28.80;1398;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
28.84;1398;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
28.88;1398;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
28.92;1395;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
28.96;1396;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.00;1395;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.04;1396;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.08;1395;35;0;75.000;0.990;0.836;2;0;15.000;37.600;
29.12;1396;35;0;75.000;0.990;0.844;2;0;15.000;37.600;
29.16;1396;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.20;1396;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.24;1396;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.28;1397;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.32;1397;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.36;1398;35;0;75.000;0.990;0.844;2;0;15.000;37.600;
29.40;1399;35;0;75.000;0.990;0.836;2;0;15.000;37.600;
29.44;1398;35;0;75.000;0.990;0.852;2;0;15.000;37.600;
29.48;1400;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.52;1400;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.56;1401;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.60;1400;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.64;1401;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.68;1402;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.72;1402;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.76;1403;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.80;1405;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.84;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.88;1405;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.92;1405;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
29.96;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.00;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.04;1406;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.08;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.12;1407;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.16;1408;35;0;75.000;0.990;0.844;2;0;15.000;37.700;
30.20;1408;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
30.24;1409;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
30.28;1408;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
30.32;1408;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
30.36;1407;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
30.40;1408;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
30.44;1408;35;0;75.000;0.990;0.844;2;0;14.500;37.300;
30.48;1407;35;0;75.000;0.990;0.836;2;0;14.500;36.800;
30.52;1406;35;0;75.000;1.000;0.836;2;0;14.500;37.700;
30.56;1404;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
30.60;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.64;1403;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.68;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.72;1404;35;0;75.000;0.990;0.852;2;0;15.000;37.700;
30.76;1403;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
30.80;1403;35;0;75.000;0.990;0.828;2;0;15.000;37.700;
30.84;1404;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
30.88;1403;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
30.92;1405;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
30.96;1406;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
31.00;1406;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
31.04;1408;35;0;75.000;0.990;0.836;2;0;15.000;37.700;
31.08;1407;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.12;1408;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.16;1410;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.20;1410;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.24;1409;35;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.28;1410;35;0;75.000;0.990;0.852;2;0;14.500;37.700;
31.32;1409;34;0;75.000;0.990;0.836;2;0;14.500;37.700;
31.36;1410;34;0;75.000;1.000;0.836;2;0;14.500;37.700;
31.40;1409;35;0;75.000;0.990;0.836;2;0;14.500;36.800;
